start_time,stop_time
2020-06-01 06:30:40.0330,2020-06-01 07:19:28.2480
2020-06-01 06:30:45.8760,2020-06-01 06:36:43.1560
2020-06-01 06:30:46.5850,2020-06-01 06:34:09.2020
2020-06-01 06:30:46.9730,2020-06-01 06:42:08.5120
2020-06-01 06:30:50.2530,2020-06-01 06:31:55.8840
2020-06-01 06:30:52.2060,2020-06-01 07:15:39.6380
2020-06-01 06:31:01.4700,2020-06-01 06:43:28.5010
2020-06-01 06:31:06.2920,2020-06-01 06:40:17.1950
2020-06-01 06:31:13.4940,2020-06-01 06:53:50.7940
2020-06-01 06:31:15.4790,2020-06-01 06:44:01.4590
2020-06-01 06:31:16.6590,2020-06-01 06:38:50.9440
2020-06-01 06:31:18.5430,2020-06-01 06:34:49.4800
2020-06-01 06:31:19.4920,2020-06-01 06:38:08.7580
2020-06-01 06:31:23.7100,2020-06-01 06:36:25.9620
2020-06-01 06:31:30.2060,2020-06-01 06:41:49.2630
2020-06-01 06:31:30.9120,2020-06-01 06:45:25.1850
2020-06-01 06:31:31.7690,2020-06-01 06:47:42.8750
2020-06-01 06:31:32.5610,2020-06-01 06:47:09.0740
2020-06-01 06:31:33.2930,2020-06-01 06:35:03.5870
2020-06-01 06:31:37.4080,2020-06-01 06:33:04.9650
2020-06-01 06:31:39.0670,2020-06-01 06:42:37.5420
2020-06-01 06:31:41.2300,2020-06-01 06:33:53.4420
2020-06-01 06:31:42.1610,2020-06-01 06:32:47.0260
2020-06-01 06:31:43.2360,2020-06-01 07:10:13.5130
2020-06-01 06:31:52.7040,2020-06-01 06:41:32.8190
2020-06-01 06:32:02.9550,2020-06-01 06:45:32.1670
2020-06-01 06:32:07.8430,2020-06-01 06:56:37.7410
2020-06-01 06:32:29.8360,2020-06-01 06:49:40.5350
2020-06-01 06:32:33.6730,2020-06-01 06:54:02.6000
2020-06-01 06:32:38.0280,2020-06-01 06:39:10.7850
2020-06-01 06:32:39.8220,2020-06-01 06:37:40.8440
2020-06-01 06:32:40.2660,2020-06-01 06:57:26.5740
2020-06-01 06:32:47.5500,2020-06-01 06:53:01.7170
2020-06-01 06:32:52.8900,2020-06-01 06:42:26.5450
2020-06-01 06:32:56.7710,2020-06-01 06:36:59.2870
2020-06-01 06:33:04.3060,2020-06-01 06:56:54.9040
2020-06-01 06:33:09.3590,2020-06-01 06:42:50.2710
2020-06-01 06:33:15.2470,2020-06-01 06:48:57.4500
2020-06-01 06:33:18.3910,2020-06-01 06:45:09.2990
2020-06-01 06:33:21.4420,2020-06-01 06:46:44.5850
2020-06-01 06:33:28.4950,2020-06-01 06:40:29.4280
2020-06-01 06:33:34.1200,2020-06-01 07:19:36.4660
2020-06-01 06:33:36.9950,2020-06-01 06:46:06.6640
2020-06-01 06:33:41.1010,2020-06-01 06:35:49.1610
2020-06-01 06:33:43.1150,2020-06-01 06:45:06.7170
2020-06-01 06:33:45.5990,2020-06-01 06:46:15.6600
2020-06-01 06:33:47.7480,2020-06-01 06:41:43.4210
2020-06-01 06:33:49.4480,2020-06-01 06:41:30.2890
2020-06-01 06:33:49.7660,2020-06-01 06:35:27.9250
2020-06-01 06:33:51.3680,2020-06-01 06:48:08.0010
2020-06-01 06:33:56.2900,2020-06-01 06:35:12.9670
2020-06-01 06:33:57.7000,2020-06-01 06:41:06.5580
2020-06-01 06:34:00.1540,2020-06-01 07:10:14.8490
2020-06-01 06:34:03.3790,2020-06-01 06:35:27.5710
2020-06-01 06:34:03.9880,2020-06-01 06:58:23.5840
2020-06-01 06:34:07.1220,2020-06-01 06:53:27.2930
2020-06-01 06:34:07.1980,2020-06-01 06:38:32.0910
2020-06-01 06:34:10.7610,2020-06-01 06:39:32.6830
2020-06-01 06:34:16.7600,2020-06-01 06:52:01.4500
2020-06-01 06:34:19.7350,2020-06-01 06:39:19.1890
2020-06-01 06:34:22.8740,2020-06-01 06:59:54.0380
2020-06-01 06:34:24.5740,2020-06-01 06:50:48.2680
2020-06-01 06:34:30.9770,2020-06-01 06:57:31.3000
2020-06-01 06:34:31.0260,2020-06-01 06:51:41.9070
2020-06-01 06:34:31.5430,2020-06-01 07:09:49.9620
2020-06-01 06:34:32.7670,2020-06-01 06:47:17.2210
2020-06-01 06:34:39.1910,2020-06-01 06:42:31.1630
2020-06-01 06:34:41.9310,2020-06-01 06:45:29.4180
2020-06-01 06:34:42.1770,2020-06-01 06:40:09.3120
2020-06-01 06:34:43.2550,2020-06-01 06:56:26.3880
2020-06-01 06:34:44.1380,2020-06-01 06:43:41.3590
2020-06-01 06:34:44.8920,2020-06-01 07:15:12.8420
2020-06-01 06:34:52.0310,2020-06-01 07:01:03.3420
2020-06-01 06:34:53.6190,2020-06-01 06:40:40.0440
2020-06-01 06:34:53.9750,2020-06-01 06:45:50.3460
2020-06-01 06:34:58.1060,2020-06-01 06:48:43.9550
2020-06-01 06:34:59.4170,2020-06-01 06:39:45.0860
2020-06-01 06:34:59.4530,2020-06-01 07:17:33.3350
2020-06-01 06:35:07.7420,2020-06-01 06:39:24.2410
2020-06-01 06:35:08.3310,2020-06-01 07:24:44.0610
2020-06-01 06:35:09.6710,2020-06-01 06:43:55.2760
2020-06-01 06:35:12.8310,2020-06-01 06:45:03.4150
2020-06-01 06:35:16.4290,2020-06-01 06:39:45.2340
2020-06-01 06:35:17.9200,2020-06-01 07:18:40.9170
2020-06-01 06:35:22.6940,2020-06-01 07:05:23.2300
2020-06-01 06:35:25.0110,2020-06-01 06:56:43.6520
2020-06-01 06:35:27.5660,2020-06-01 07:09:27.9870
2020-06-01 06:35:34.1690,2020-06-01 06:40:12.2900
2020-06-01 06:35:34.5020,2020-06-01 06:41:07.4460
2020-06-01 06:35:34.5890,2020-06-01 06:53:54.3200
2020-06-01 06:35:39.3060,2020-06-01 06:45:29.3570
2020-06-01 06:35:44.1030,2020-06-01 06:46:33.3300
2020-06-01 06:35:49.4390,2020-06-01 06:41:56.8880
2020-06-01 06:35:49.5270,2020-06-01 06:48:18.4640
2020-06-01 06:35:50.9630,2020-06-01 07:04:01.8660
2020-06-01 06:35:51.3830,2020-06-01 06:43:41.6770
2020-06-01 06:35:56.3170,2020-06-01 06:56:41.1030
2020-06-01 06:35:58.1550,2020-06-01 06:47:51.2080
2020-06-01 06:36:00.4590,2020-06-01 06:52:15.5020
2020-06-01 06:36:00.4950,2020-06-01 06:37:11.2180
2020-06-01 06:36:03.3260,2020-06-01 06:39:02.9860
2020-06-01 06:36:03.7340,2020-06-01 06:55:47.8050
2020-06-01 06:36:05.0400,2020-06-01 06:53:00.2940
2020-06-01 06:36:06.1640,2020-06-01 06:46:34.7240
2020-06-01 06:36:09.4170,2020-06-01 06:43:10.2920
2020-06-01 06:36:14.2330,2020-06-01 06:39:09.4710
2020-06-01 06:36:14.2780,2020-06-01 06:44:38.5370
2020-06-01 06:36:18.6510,2020-06-01 06:46:57.2750
2020-06-01 06:36:22.5870,2020-06-01 07:11:46.5730
2020-06-01 06:36:29.3010,2020-06-01 07:15:11.1250
2020-06-01 06:36:34.1170,2020-06-01 07:19:09.8770
2020-06-01 06:36:36.9530,2020-06-01 06:45:28.6010
2020-06-01 06:36:39.9870,2020-06-01 06:39:30.7730
2020-06-01 06:36:44.1610,2020-06-01 06:41:43.3530
2020-06-01 06:36:45.2700,2020-06-01 06:54:28.7100
2020-06-01 06:36:50.1870,2020-06-01 06:49:07.7310
2020-06-01 06:36:53.0210,2020-06-01 06:48:23.1660
2020-06-01 06:36:54.0960,2020-06-01 07:05:14.6800
2020-06-01 06:36:56.4470,2020-06-01 07:10:08.7800
2020-06-01 06:37:01.0910,2020-06-01 06:42:01.6490
2020-06-01 06:37:04.4940,2020-06-01 06:49:40.8430
2020-06-01 06:37:05.5650,2020-06-01 06:52:33.9960
2020-06-01 06:37:10.0460,2020-06-01 07:09:07.2040
2020-06-01 06:37:13.1950,2020-06-01 06:39:08.7800
2020-06-01 06:37:15.1490,2020-06-01 06:50:33.2920
2020-06-01 06:37:16.8570,2020-06-01 06:53:12.4040
2020-06-01 06:37:17.5750,2020-06-01 08:00:08.8640
2020-06-01 06:37:24.1680,2020-06-01 07:01:13.9420
2020-06-01 06:37:25.7870,2020-06-01 06:43:34.0560
2020-06-01 06:37:29.1090,2020-06-01 06:44:01.6450
2020-06-01 06:37:29.6480,2020-06-01 07:05:12.6060
2020-06-01 06:37:31.4310,2020-06-01 06:49:47.8970
2020-06-01 06:37:35.6340,2020-06-01 06:40:36.3300
2020-06-01 06:37:37.6170,2020-06-01 07:07:03.2230
2020-06-01 06:37:40.2750,2020-06-01 06:46:16.8270
2020-06-01 06:37:40.4910,2020-06-01 07:01:40.8080
2020-06-01 06:37:46.1000,2020-06-01 07:40:51.3140
2020-06-01 06:37:52.7200,2020-06-01 07:00:14.8470
2020-06-01 06:37:52.9640,2020-06-01 06:39:50.2340
2020-06-01 06:37:57.7730,2020-06-01 06:50:56.9470
2020-06-01 06:38:05.8820,2020-06-01 06:39:21.3740
2020-06-01 06:38:08.1920,2020-06-01 06:42:45.3750
2020-06-01 06:38:10.5550,2020-06-01 06:42:42.2780
2020-06-01 06:38:11.0570,2020-06-01 06:46:20.9870
2020-06-01 06:38:11.8520,2020-06-01 06:46:54.6220
2020-06-01 06:38:13.0230,2020-06-01 06:48:43.8620
2020-06-01 06:38:13.2690,2020-06-01 07:15:53.3460
2020-06-01 06:38:13.9150,2020-06-01 06:46:28.1210
2020-06-01 06:38:14.5160,2020-06-01 07:01:19.2000
2020-06-01 06:38:14.5210,2020-06-01 06:52:35.0420
2020-06-01 06:38:16.0240,2020-06-01 06:41:51.3850
2020-06-01 06:38:27.4960,2020-06-01 06:41:13.7390
2020-06-01 06:38:34.2430,2020-06-01 06:44:24.9120
2020-06-01 06:38:34.9780,2020-06-01 06:42:12.1330
2020-06-01 06:38:40.9790,2020-06-01 06:49:25.2630
2020-06-01 06:38:42.0140,2020-06-01 06:39:45.3340
2020-06-01 06:38:44.6420,2020-06-01 06:45:05.8230
2020-06-01 06:38:45.3480,2020-06-01 07:38:09.7320
2020-06-01 06:38:50.8240,2020-06-01 06:53:15.5260
2020-06-01 06:38:53.4880,2020-06-01 06:51:53.0460
2020-06-01 06:38:54.3810,2020-06-01 06:43:49.4040
2020-06-01 06:39:03.9360,2020-06-01 06:51:26.4620
2020-06-01 06:39:05.0380,2020-06-01 06:55:32.3590
2020-06-01 06:39:08.2830,2020-06-01 06:44:47.5270
2020-06-01 06:39:10.0580,2020-06-01 06:49:33.1110
2020-06-01 06:39:13.1790,2020-06-01 07:00:00.1690
2020-06-01 06:39:13.9050,2020-06-01 06:46:42.0550
2020-06-01 06:39:13.9250,2020-06-01 06:51:32.2470
2020-06-01 06:39:14.3460,2020-06-01 06:45:34.5960
2020-06-01 06:39:17.8390,2020-06-01 07:08:26.1900
2020-06-01 06:39:19.5680,2020-06-01 07:03:18.8170
2020-06-01 06:39:22.2590,2020-06-01 06:46:12.0350
2020-06-01 06:39:23.4600,2020-06-01 06:43:39.4300
2020-06-01 06:39:24.5180,2020-06-01 06:52:05.4260
2020-06-01 06:39:35.2280,2020-06-01 06:43:48.5670
2020-06-01 06:39:36.4740,2020-06-01 06:53:51.2290
2020-06-01 06:39:41.9000,2020-06-01 06:48:31.7700
2020-06-01 06:39:46.5690,2020-06-01 06:55:04.7440
2020-06-01 06:39:47.4200,2020-06-01 06:53:05.6200
2020-06-01 06:40:00.9370,2020-06-01 06:50:31.2350
2020-06-01 06:40:04.9270,2020-06-01 06:46:13.7560
2020-06-01 06:40:09.6690,2020-06-01 06:50:23.5000
2020-06-01 06:40:12.3260,2020-06-01 06:50:12.5640
2020-06-01 06:40:12.9310,2020-06-01 06:45:55.9030
2020-06-01 06:40:14.8590,2020-06-01 06:45:59.2180
2020-06-01 06:40:15.6340,2020-06-01 06:45:25.7420
2020-06-01 06:40:17.8910,2020-06-01 07:08:24.2410
2020-06-01 06:40:18.1480,2020-06-01 06:57:12.1400
2020-06-01 06:40:18.1770,2020-06-01 06:51:30.6310
2020-06-01 06:40:23.5860,2020-06-01 06:43:39.0670
2020-06-01 06:40:23.9110,2020-06-01 06:51:31.6590
2020-06-01 06:40:26.6910,2020-06-01 06:47:11.5560
2020-06-01 06:40:34.8030,2020-06-01 06:56:04.5150
2020-06-01 06:40:36.4040,2020-06-01 07:08:22.8350
2020-06-01 06:40:38.1980,2020-06-01 06:59:50.6670
2020-06-01 06:40:43.8520,2020-06-01 06:45:37.5640
2020-06-01 06:40:44.4440,2020-06-01 06:50:48.1770
2020-06-01 06:40:46.5990,2020-06-01 06:50:19.8560
2020-06-01 06:40:47.3220,2020-06-01 06:59:59.0950
2020-06-01 06:40:51.5270,2020-06-01 06:45:42.1440
2020-06-01 06:40:52.3410,2020-06-01 06:59:40.1290
2020-06-01 06:40:54.4150,2020-06-01 07:05:40.1320
2020-06-01 06:41:00.4210,2020-06-01 06:47:47.0960
2020-06-01 06:41:04.3420,2020-06-01 06:47:12.3670
2020-06-01 06:41:04.4690,2020-06-01 06:59:00.1320
2020-06-01 06:41:07.1410,2020-06-01 06:49:11.8140
2020-06-01 06:41:13.3470,2020-06-01 06:56:06.6990
2020-06-01 06:41:16.8630,2020-06-01 06:49:24.2440
2020-06-01 06:41:21.9580,2020-06-01 06:46:06.2410
2020-06-01 06:41:23.2860,2020-06-01 06:52:09.7900
2020-06-01 06:41:26.5660,2020-06-01 06:52:38.6820
2020-06-01 06:41:26.9710,2020-06-01 07:03:51.8390
2020-06-01 06:41:30.0950,2020-06-01 06:44:05.0190
2020-06-01 06:41:31.6920,2020-06-01 07:03:51.3950
2020-06-01 06:41:33.0820,2020-06-01 06:47:11.4600
2020-06-01 06:41:33.6910,2020-06-01 06:56:23.3920
2020-06-01 06:41:38.9260,2020-06-01 06:52:01.0700
2020-06-01 06:41:39.5300,2020-06-01 06:55:05.0700
2020-06-01 06:41:40.7230,2020-06-01 06:48:38.7730
2020-06-01 06:41:41.1770,2020-06-01 07:23:04.0540
2020-06-01 06:41:42.2990,2020-06-01 06:50:44.3100
2020-06-01 06:41:43.4850,2020-06-01 06:49:17.3250
2020-06-01 06:41:47.2680,2020-06-01 06:48:35.5790
2020-06-01 06:41:58.5170,2020-06-01 06:43:11.2790
2020-06-01 06:41:59.1070,2020-06-01 07:01:44.0030
2020-06-01 06:42:06.2130,2020-06-01 06:49:12.8100
2020-06-01 06:42:14.1530,2020-06-01 06:47:15.8810
2020-06-01 06:42:20.6940,2020-06-01 06:47:12.6580
2020-06-01 06:42:22.8980,2020-06-01 06:47:01.3820
2020-06-01 06:42:29.9660,2020-06-01 06:49:16.8230
2020-06-01 06:42:31.3780,2020-06-01 06:55:58.5190
2020-06-01 06:42:32.2670,2020-06-01 07:32:29.2140
2020-06-01 06:42:38.4080,2020-06-01 06:52:32.4520
2020-06-01 06:42:40.3290,2020-06-01 07:13:42.3880
2020-06-01 06:42:40.7400,2020-06-01 06:50:52.7200
2020-06-01 06:42:40.9100,2020-06-01 06:56:41.4480
2020-06-01 06:42:42.6700,2020-06-01 06:48:36.1200
2020-06-01 06:42:42.8040,2020-06-01 07:12:28.8180
2020-06-01 06:42:45.1250,2020-06-01 06:44:27.6630
2020-06-01 06:42:45.2060,2020-06-01 07:28:17.4190
2020-06-01 06:42:45.9120,2020-06-01 07:05:14.8680
2020-06-01 06:42:46.3040,2020-06-01 06:54:13.4080
2020-06-01 06:42:47.8080,2020-06-01 06:53:06.9190
2020-06-01 06:42:49.6520,2020-06-01 06:47:28.0290
2020-06-01 06:42:53.0030,2020-06-01 06:56:18.9130
2020-06-01 06:43:00.3100,2020-06-01 06:46:08.4080
2020-06-01 06:43:00.3390,2020-06-01 07:01:45.3770
2020-06-01 06:43:04.5190,2020-06-01 06:50:57.0840
2020-06-01 06:43:06.9420,2020-06-01 07:01:49.5210
2020-06-01 06:43:08.8890,2020-06-01 06:54:55.5440
2020-06-01 06:43:10.2820,2020-06-01 06:48:48.4780
2020-06-01 06:43:10.7300,2020-06-01 06:44:20.3810
2020-06-01 06:43:13.3660,2020-06-01 06:50:10.6170
2020-06-01 06:43:13.8800,2020-06-01 06:45:19.7030
2020-06-01 06:43:14.1200,2020-06-01 06:47:17.1210
2020-06-01 06:43:22.6840,2020-06-01 06:49:50.2680
2020-06-01 06:43:24.7990,2020-06-01 06:49:22.5780
2020-06-01 06:43:26.0810,2020-06-01 06:51:28.1990
2020-06-01 06:43:26.5490,2020-06-01 06:57:49.3140
2020-06-01 06:43:27.3640,2020-06-01 06:55:47.1340
2020-06-01 06:43:30.2020,2020-06-01 07:01:02.0910
2020-06-01 06:43:37.4140,2020-06-01 06:54:01.4140
2020-06-01 06:43:41.6650,2020-06-01 06:49:44.6890
2020-06-01 06:43:42.0890,2020-06-01 07:26:46.0800
2020-06-01 06:43:43.7030,2020-06-01 06:53:23.3560
2020-06-01 06:43:49.2520,2020-06-01 06:51:54.0780
2020-06-01 06:43:50.0100,2020-06-01 06:51:48.0020
2020-06-01 06:43:51.2330,2020-06-01 07:05:09.8290
2020-06-01 06:43:54.3970,2020-06-01 06:46:49.5570
2020-06-01 06:43:56.7820,2020-06-01 07:16:14.1640
2020-06-01 06:43:58.3820,2020-06-01 07:27:37.0870
2020-06-01 06:44:01.8920,2020-06-01 06:51:01.1330
2020-06-01 06:44:01.9090,2020-06-01 06:50:12.2110
2020-06-01 06:44:05.2490,2020-06-01 06:56:49.1280
2020-06-01 06:44:16.4290,2020-06-01 06:51:31.4090
2020-06-01 06:44:19.2550,2020-06-01 07:01:31.0630
2020-06-01 06:44:21.0580,2020-06-01 06:51:40.1510
2020-06-01 06:44:21.6990,2020-06-01 06:55:57.5470
2020-06-01 06:44:21.8310,2020-06-01 06:51:41.4780
2020-06-01 06:44:25.4220,2020-06-01 06:48:39.0090
2020-06-01 06:44:28.1980,2020-06-01 06:45:37.0110
2020-06-01 06:44:31.4440,2020-06-01 07:25:49.6390
2020-06-01 06:44:31.7770,2020-06-01 06:56:56.3140
2020-06-01 06:44:34.1100,2020-06-01 06:48:09.1930
2020-06-01 06:44:35.1250,2020-06-01 07:14:19.8490
2020-06-01 06:44:35.5500,2020-06-01 06:46:22.0410
2020-06-01 06:44:38.0380,2020-06-01 06:51:23.2110
2020-06-01 06:44:41.0930,2020-06-01 06:56:31.9600
2020-06-01 06:44:43.5030,2020-06-01 06:52:12.6260
2020-06-01 06:44:45.9650,2020-06-01 06:50:03.5660
2020-06-01 06:44:50.0800,2020-06-01 07:06:19.1400
2020-06-01 06:44:50.3910,2020-06-01 06:49:43.7140
2020-06-01 06:44:53.9370,2020-06-01 06:50:40.7920
2020-06-01 06:44:55.6710,2020-06-01 06:48:04.2110
2020-06-01 06:45:00.1180,2020-06-01 06:53:24.1660
2020-06-01 06:45:02.3020,2020-06-01 07:04:22.8190
2020-06-01 06:45:03.4980,2020-06-01 06:58:58.6580
2020-06-01 06:45:04.7080,2020-06-01 06:50:44.4360
2020-06-01 06:45:08.2690,2020-06-01 06:50:26.7030
2020-06-01 06:45:10.3320,2020-06-01 06:48:27.0040
2020-06-01 06:45:14.8760,2020-06-01 06:54:09.7220
2020-06-01 06:45:17.8100,2020-06-01 06:54:08.0900
2020-06-01 06:45:18.6800,2020-06-01 06:53:36.4050
2020-06-01 06:45:19.8670,2020-06-01 06:50:46.0850
2020-06-01 06:45:25.0710,2020-06-01 06:50:58.2860
2020-06-01 06:45:27.2380,2020-06-01 06:53:43.5770
2020-06-01 06:45:30.0460,2020-06-01 06:54:50.2410
2020-06-01 06:45:33.6310,2020-06-01 06:59:54.9740
2020-06-01 06:45:38.5670,2020-06-01 07:01:40.0610
2020-06-01 06:45:38.9300,2020-06-01 07:02:12.8860
2020-06-01 06:45:40.6620,2020-06-01 06:52:28.1870
2020-06-01 06:45:40.8100,2020-06-01 06:54:10.3850
2020-06-01 06:45:48.4860,2020-06-01 06:47:08.3250
2020-06-01 06:45:51.3760,2020-06-01 07:02:54.7430
2020-06-01 06:45:56.2660,2020-06-01 07:18:35.8810
2020-06-01 06:45:57.6830,2020-06-01 06:55:24.3950
2020-06-01 06:46:03.3650,2020-06-01 06:59:47.2330
2020-06-01 06:46:04.0070,2020-06-01 06:48:45.3820
2020-06-01 06:46:05.5690,2020-06-01 07:12:03.2230
2020-06-01 06:46:16.0950,2020-06-01 06:49:49.0430
2020-06-01 06:46:20.4430,2020-06-01 06:50:09.2520
2020-06-01 06:46:20.9120,2020-06-01 06:50:59.5730
2020-06-01 06:46:30.3620,2020-06-01 06:50:12.0890
2020-06-01 06:46:31.2390,2020-06-01 06:56:36.9260
2020-06-01 06:46:36.3350,2020-06-01 06:54:08.3430
2020-06-01 06:46:37.6130,2020-06-01 07:11:26.5580
2020-06-01 06:46:39.0200,2020-06-01 06:48:08.5030
2020-06-01 06:46:39.0430,2020-06-01 07:05:29.7630
2020-06-01 06:46:40.5650,2020-06-01 07:14:44.2770
2020-06-01 06:46:47.3420,2020-06-01 07:18:53.4220
2020-06-01 06:46:51.5680,2020-06-01 06:54:24.9790
2020-06-01 06:46:52.4590,2020-06-01 07:23:59.8030
2020-06-01 06:46:53.5110,2020-06-01 06:55:51.8790
2020-06-01 06:47:00.8890,2020-06-01 06:51:09.0680
2020-06-01 06:47:09.0430,2020-06-01 06:51:21.5100
2020-06-01 06:47:13.1330,2020-06-01 07:11:22.6680
2020-06-01 06:47:14.3410,2020-06-01 06:55:03.7190
2020-06-01 06:47:17.9180,2020-06-01 06:57:56.1930
2020-06-01 06:47:23.6390,2020-06-01 06:54:01.5910
2020-06-01 06:47:23.7800,2020-06-01 07:00:05.0240
2020-06-01 06:47:24.0630,2020-06-01 06:55:06.3970
2020-06-01 06:47:29.2620,2020-06-01 06:57:57.7230
2020-06-01 06:47:35.3980,2020-06-01 07:02:36.3270
2020-06-01 06:47:36.4110,2020-06-01 07:07:15.0250
2020-06-01 06:47:38.7560,2020-06-01 07:07:15.6040
2020-06-01 06:47:42.8630,2020-06-01 06:58:08.8790
2020-06-01 06:47:43.2590,2020-06-01 06:56:07.2490
2020-06-01 06:47:45.6420,2020-06-01 06:49:08.6640
2020-06-01 06:47:49.7970,2020-06-01 07:07:35.4310
2020-06-01 06:47:51.3870,2020-06-01 06:57:45.9470
2020-06-01 06:47:53.4410,2020-06-01 06:55:30.4220
2020-06-01 06:47:56.1060,2020-06-01 07:09:02.6640
2020-06-01 06:47:57.2620,2020-06-01 07:07:19.3920
2020-06-01 06:47:58.5460,2020-06-01 06:56:56.5850
2020-06-01 06:48:00.6970,2020-06-01 06:53:05.0770
2020-06-01 06:48:03.0480,2020-06-01 07:02:11.0370
2020-06-01 06:48:03.6050,2020-06-01 06:54:33.2600
2020-06-01 06:48:07.1100,2020-06-01 07:39:47.7850
2020-06-01 06:48:07.2240,2020-06-01 07:01:54.6980
2020-06-01 06:48:07.6490,2020-06-01 06:55:01.8040
2020-06-01 06:48:08.7770,2020-06-01 07:19:23.2230
2020-06-01 06:48:08.8550,2020-06-01 07:00:59.9160
2020-06-01 06:48:10.5230,2020-06-01 06:56:25.0640
2020-06-01 06:48:10.9990,2020-06-01 06:50:23.6920
2020-06-01 06:48:11.4210,2020-06-01 06:52:03.6060
2020-06-01 06:48:16.1250,2020-06-01 06:59:40.5200
2020-06-01 06:48:18.1720,2020-06-01 06:53:49.1100
2020-06-01 06:48:19.4410,2020-06-01 07:02:35.0370
2020-06-01 06:48:19.9410,2020-06-01 07:11:29.9380
2020-06-01 06:48:21.2970,2020-06-01 07:21:27.8300
2020-06-01 06:48:25.0180,2020-06-01 07:14:32.6120
2020-06-01 06:48:31.8200,2020-06-01 07:02:04.3080
2020-06-01 06:48:35.0120,2020-06-01 07:32:43.6670
2020-06-01 06:48:47.1970,2020-06-01 06:58:05.3270
2020-06-01 06:48:53.6830,2020-06-01 07:21:32.5320
2020-06-01 06:48:53.8030,2020-06-01 06:59:42.8160
2020-06-01 06:48:53.8400,2020-06-01 07:02:38.2720
2020-06-01 06:48:54.8380,2020-06-01 06:59:36.0290
2020-06-01 06:48:59.9070,2020-06-01 06:56:29.0280
2020-06-01 06:49:06.6790,2020-06-01 06:53:10.6460
2020-06-01 06:49:08.1190,2020-06-01 06:55:01.0000
2020-06-01 06:49:09.6500,2020-06-01 08:42:23.4530
2020-06-01 06:49:11.7690,2020-06-01 07:17:41.1010
2020-06-01 06:49:11.8890,2020-06-01 06:56:23.1260
2020-06-01 06:49:12.1990,2020-06-01 07:00:12.7910
2020-06-01 06:49:13.1600,2020-06-01 06:54:29.0280
2020-06-01 06:49:21.7470,2020-06-01 07:30:26.2320
2020-06-01 06:49:22.9610,2020-06-01 07:15:34.9280
2020-06-01 06:49:26.1070,2020-06-01 07:16:00.8380
2020-06-01 06:49:30.8470,2020-06-01 06:57:07.9470
2020-06-01 06:49:34.2240,2020-06-01 06:57:38.4400
2020-06-01 06:49:40.2310,2020-06-01 06:52:21.0560
2020-06-01 06:49:41.8260,2020-06-01 07:11:58.2500
2020-06-01 06:49:47.9360,2020-06-01 06:55:49.3270
2020-06-01 06:49:55.9900,2020-06-01 07:49:49.3520
2020-06-01 06:50:00.5760,2020-06-01 06:57:01.3350
2020-06-01 06:50:06.5600,2020-06-01 07:00:06.6400
2020-06-01 06:50:09.2900,2020-06-01 07:11:50.8870
2020-06-01 06:50:13.2020,2020-06-01 07:00:13.7380
2020-06-01 06:50:20.2700,2020-06-01 06:56:35.4100
2020-06-01 06:50:20.3890,2020-06-01 06:58:37.1180
2020-06-01 06:50:21.0410,2020-06-01 07:02:34.9220
2020-06-01 06:50:24.4980,2020-06-01 07:09:16.0260
2020-06-01 06:50:26.0310,2020-06-01 07:10:01.2770
2020-06-01 06:50:28.3580,2020-06-01 07:18:50.0760
2020-06-01 06:50:30.7610,2020-06-01 07:06:33.8250
2020-06-01 06:50:34.0550,2020-06-01 07:11:00.3900
2020-06-01 06:50:34.9480,2020-06-01 07:06:09.4240
2020-06-01 06:50:36.6110,2020-06-01 07:05:40.6080
2020-06-01 06:50:37.8300,2020-06-01 06:57:55.4380
2020-06-01 06:50:38.7910,2020-06-01 07:23:48.3710
2020-06-01 06:50:41.9820,2020-06-01 07:16:13.8430
2020-06-01 06:50:45.7410,2020-06-01 07:18:49.3880
2020-06-01 06:50:49.2130,2020-06-01 06:58:25.3140
2020-06-01 06:50:50.0900,2020-06-01 07:20:48.8980
2020-06-01 06:50:52.5970,2020-06-01 07:10:29.5400
2020-06-01 06:50:53.1670,2020-06-01 07:25:21.1330
2020-06-01 06:50:58.0950,2020-06-01 09:08:35.5420
2020-06-01 06:51:00.8390,2020-06-01 06:55:18.9730
2020-06-01 06:51:08.0970,2020-06-01 06:55:18.6620
2020-06-01 06:51:18.5160,2020-06-01 07:03:05.5670
2020-06-01 06:51:25.8350,2020-06-01 06:52:47.5540
2020-06-01 06:51:28.1250,2020-06-01 07:11:35.8160
2020-06-01 06:51:31.0180,2020-06-01 06:56:02.7700
2020-06-01 06:51:34.6910,2020-06-01 07:09:26.7190
2020-06-01 06:51:35.4570,2020-06-01 07:06:06.8420
2020-06-01 06:51:38.7910,2020-06-01 07:09:13.9070
2020-06-01 06:51:47.1300,2020-06-01 06:56:21.5660
2020-06-01 06:51:47.7350,2020-06-01 06:57:45.6510
2020-06-01 06:51:48.5400,2020-06-01 07:01:09.1680
2020-06-01 06:51:53.5850,2020-06-01 07:20:45.9410
2020-06-01 06:51:54.8530,2020-06-01 07:18:11.8100
2020-06-01 06:52:03.4230,2020-06-01 07:00:08.9530
2020-06-01 06:52:10.8380,2020-06-01 06:57:48.6320
2020-06-01 06:52:11.8300,2020-06-01 06:55:12.8670
2020-06-01 06:52:12.9580,2020-06-01 07:07:18.8090
2020-06-01 06:52:13.3150,2020-06-01 07:12:55.7290
